Year DOY   SOD           (X)           (Y)           (Z)       (DT)    (TH)    (TW)    (TT)
2017 191 40980   4208830.074   2334850.505   4171267.357      9.684   2.282   0.134   2.417
2017 191 41010   4208830.074   2334850.505   4171267.357      9.518   2.282   0.134   2.417
2017 191 41040   4208830.074   2334850.505   4171267.357      9.831   2.282   0.134   2.416
2017 191 41070   4208830.074   2334850.505   4171267.357      9.703   2.282   0.134   2.416
2017 191 41100   4208830.074   2334850.505   4171267.357     10.058   2.282   0.134   2.416
2017 191 41130   4208830.074   2334850.505   4171267.357     10.158   2.282   0.134   2.416
2017 191 41160   4208830.074   2334850.505   4171267.357     10.300   2.282   0.134   2.416
2017 191 41190   4208830.074   2334850.505   4171267.357     10.424   2.282   0.134   2.416
2017 191 41220   4208830.074   2334850.505   4171267.357     11.420   2.282   0.134   2.416
2017 191 41250   4208830.074   2334850.505   4171267.356     10.911   2.282   0.134   2.417
2017 191 41280   4208830.074   2334850.505   4171267.356      9.746   2.282   0.134   2.417
2017 191 41310   4208830.074   2334850.505   4171267.356     11.443   2.282   0.134   2.417
2017 191 41340   4208830.074   2334850.505   4171267.356     10.032   2.282   0.134   2.417
2017 191 41370   4208830.074   2334850.505   4171267.356     11.188   2.282   0.134   2.417
2017 191 41400   4208830.074   2334850.505   4171267.356     11.047   2.282   0.134   2.416
2017 191 41430   4208830.074   2334850.505   4171267.356     11.322   2.282   0.134   2.417
2017 191 41460   4208830.074   2334850.505   4171267.356     11.358   2.282   0.134   2.417
2017 191 41490   4208830.074   2334850.505   4171267.356     11.323   2.282   0.134   2.417
2017 191 41520   4208830.074   2334850.505   4171267.356     11.312   2.282   0.134   2.417
2017 191 41550   4208830.074   2334850.505   4171267.356     11.216   2.282   0.135   2.417
2017 191 41580   4208830.074   2334850.505   4171267.356     11.288   2.282   0.135   2.417
2017 191 41610   4208830.074   2334850.505   4171267.356     11.542   2.282   0.136   2.418
2017 191 41640   4208830.074   2334850.505   4171267.356     11.552   2.282   0.136   2.418
2017 191 41670   4208830.074   2334850.505   4171267.356     11.359   2.282   0.136   2.419
2017 191 41700   4208830.074   2334850.505   4171267.356     11.216   2.282   0.137   2.419
2017 191 41730   4208830.074   2334850.505   4171267.356     11.277   2.282   0.137   2.420
2017 191 41760   4208830.074   2334850.505   4171267.356     11.319   2.282   0.138   2.420
2017 191 41790   4208830.074   2334850.505   4171267.356     11.300   2.282   0.138   2.421
2017 191 41820   4208830.074   2334850.505   4171267.356     11.671   2.282   0.139   2.421
2017 191 41850   4208830.074   2334850.505   4171267.356     11.800   2.282   0.139   2.421
2017 191 41880   4208830.074   2334850.505   4171267.356     11.932   2.282   0.140   2.422
2017 191 41910   4208830.074   2334850.505   4171267.356     11.879   2.282   0.140   2.423
2017 191 41940   4208830.074   2334850.505   4171267.356     11.715   2.282   0.141   2.423
2017 191 41970   4208830.074   2334850.505   4171267.356     11.663   2.282   0.141   2.423
2017 191 42000   4208830.074   2334850.505   4171267.356     11.434   2.282   0.141   2.424
2017 191 42030   4208830.074   2334850.505   4171267.356     11.228   2.282   0.142   2.424
2017 191 42060   4208830.074   2334850.505   4171267.356     11.153   2.282   0.142   2.424
2017 191 42090   4208830.074   2334850.505   4171267.356     11.277   2.282   0.142   2.424
2017 191 42120   4208830.074   2334850.505   4171267.356     11.310   2.282   0.142   2.424
2017 191 42150   4208830.074   2334850.505   4171267.356     11.089   2.282   0.142   2.424
2017 191 42180   4208830.074   2334850.505   4171267.356     11.340   2.282   0.142   2.425
2017 191 42210   4208830.074   2334850.505   4171267.356     11.054   2.282   0.142   2.425
2017 191 42240   4208830.074   2334850.505   4171267.356     10.914   2.282   0.142   2.425
2017 191 42270   4208830.074   2334850.505   4171267.356     10.878   2.282   0.142   2.425
2017 191 42300   4208830.074   2334850.505   4171267.356     10.604   2.282   0.142   2.424
2017 191 42330   4208830.074   2334850.505   4171267.356     10.600   2.282   0.142   2.424
2017 191 42360   4208830.074   2334850.505   4171267.356     10.797   2.282   0.142   2.424
2017 191 42390   4208830.074   2334850.505   4171267.356     10.597   2.282   0.142   2.424
2017 191 42420   4208830.074   2334850.505   4171267.356     10.996   2.282   0.142   2.424
2017 191 42450   4208830.074   2334850.505   4171267.356     10.689   2.282   0.142   2.424
2017 191 42480   4208830.074   2334850.505   4171267.356     10.987   2.282   0.142   2.424
2017 191 42510   4208830.074   2334850.505   4171267.356     11.175   2.282   0.142   2.424
2017 191 42540   4208830.074   2334850.505   4171267.356     11.190   2.282   0.142   2.425
2017 191 42570   4208830.074   2334850.505   4171267.356     11.125   2.282   0.142   2.425
2017 191 42600   4208830.074   2334850.505   4171267.356     11.237   2.282   0.142   2.425
2017 191 42630   4208830.074   2334850.505   4171267.356     11.238   2.282   0.142   2.425
2017 191 42660   4208830.074   2334850.505   4171267.356     11.028   2.282   0.142   2.424
2017 191 42690   4208830.074   2334850.505   4171267.356     11.316   2.282   0.142   2.424
2017 191 42720   4208830.074   2334850.505   4171267.356     11.316   2.282   0.142   2.424
2017 191 42750   4208830.074   2334850.505   4171267.356     11.182   2.282   0.142   2.424
2017 191 42780   4208830.074   2334850.505   4171267.356     11.057   2.282   0.142   2.424
2017 191 42810   4208830.074   2334850.505   4171267.356     11.018   2.282   0.142   2.424
2017 191 42840   4208830.074   2334850.505   4171267.356     11.238   2.282   0.142   2.424
2017 191 42870   4208830.074   2334850.505   4171267.356     10.722   2.282   0.142   2.424
2017 191 42900   4208830.074   2334850.505   4171267.356     10.435   2.282   0.142   2.424
2017 191 42930   4208830.074   2334850.505   4171267.356     10.242   2.282   0.142   2.424
2017 191 42960   4208830.074   2334850.505   4171267.356     10.103   2.282   0.141   2.424
2017 191 42990   4208830.074   2334850.505   4171267.356     10.232   2.282   0.141   2.424
2017 191 43020   4208830.074   2334850.505   4171267.356     10.636   2.282   0.141   2.424
2017 191 43050   4208830.074   2334850.505   4171267.356     10.783   2.282   0.141   2.424
2017 191 43080   4208830.074   2334850.505   4171267.356     11.210   2.282   0.141   2.424
2017 191 43110   4208830.074   2334850.505   4171267.356     10.983   2.282   0.142   2.424
2017 191 43140   4208830.074   2334850.505   4171267.356     11.077   2.282   0.141   2.424
2017 191 43170   4208830.074   2334850.505   4171267.356     11.098   2.282   0.141   2.424
2017 191 43200   4208830.074   2334850.505   4171267.356     11.036   2.282   0.141   2.424
2017 191 43230   4208830.074   2334850.505   4171267.356     11.269   2.282   0.141   2.424
2017 191 43260   4208830.074   2334850.505   4171267.356     11.530   2.282   0.142   2.424
2017 191 43290   4208830.074   2334850.505   4171267.356     12.189   2.282   0.142   2.424
2017 191 43320   4208830.074   2334850.505   4171267.356     12.118   2.282   0.142   2.424
2017 191 43350   4208830.074   2334850.505   4171267.356     10.485   2.282   0.142   2.424
2017 191 43380   4208830.074   2334850.505   4171267.356     10.596   2.282   0.142   2.424
2017 191 43410   4208830.074   2334850.505   4171267.356     10.519   2.282   0.142   2.424
2017 191 43440   4208830.074   2334850.505   4171267.356     10.368   2.282   0.142   2.425
2017 191 43470   4208830.074   2334850.505   4171267.356     10.373   2.282   0.142   2.425
2017 191 43500   4208830.074   2334850.505   4171267.356     10.538   2.282   0.142   2.425
2017 191 43530   4208830.074   2334850.505   4171267.356     10.329   2.282   0.142   2.425
2017 191 43560   4208830.074   2334850.505   4171267.356     10.114   2.282   0.142   2.425
2017 191 43590   4208830.074   2334850.505   4171267.356     10.265   2.282   0.142   2.425
2017 191 43620   4208830.074   2334850.505   4171267.356     10.352   2.282   0.142   2.425
2017 191 43650   4208830.074   2334850.505   4171267.356     10.871   2.282   0.142   2.425
2017 191 43680   4208830.074   2334850.505   4171267.356     10.717   2.282   0.142   2.425
2017 191 43710   4208830.074   2334850.505   4171267.356     10.480   2.282   0.142   2.425
2017 191 43740   4208830.074   2334850.505   4171267.356     10.263   2.282   0.142   2.425
2017 191 43770   4208830.074   2334850.505   4171267.356     10.180   2.282   0.142   2.425
2017 191 43800   4208830.074   2334850.505   4171267.356     10.302   2.282   0.142   2.425
2017 191 43830   4208830.074   2334850.505   4171267.356     10.377   2.282   0.142   2.425
2017 191 43860   4208830.074   2334850.505   4171267.356     10.284   2.282   0.142   2.425
2017 191 43890   4208830.074   2334850.505   4171267.356     10.787   2.282   0.142   2.425
2017 191 43920   4208830.074   2334850.505   4171267.356     10.474   2.282   0.142   2.425
2017 191 43950   4208830.074   2334850.505   4171267.356     10.471   2.282   0.142   2.425
2017 191 43980   4208830.074   2334850.505   4171267.356     10.631   2.282   0.142   2.425
2017 191 44010   4208830.074   2334850.505   4171267.355     10.546   2.282   0.142   2.425
2017 191 44040   4208830.074   2334850.505   4171267.355     10.643   2.282   0.142   2.425
2017 191 44070   4208830.074   2334850.505   4171267.355     10.962   2.282   0.142   2.425
2017 191 44100   4208830.074   2334850.505   4171267.355     10.550   2.282   0.142   2.424
2017 191 44130   4208830.074   2334850.505   4171267.355     10.439   2.282   0.142   2.424
2017 191 44160   4208830.074   2334850.505   4171267.355     10.555   2.282   0.142   2.424
2017 191 44190   4208830.074   2334850.505   4171267.355     10.566   2.282   0.142   2.425
2017 191 44220   4208830.074   2334850.505   4171267.355     10.300   2.282   0.142   2.425
2017 191 44250   4208830.074   2334850.505   4171267.355     10.241   2.282   0.142   2.425
2017 191 44280   4208830.074   2334850.505   4171267.355     10.589   2.282   0.142   2.425
2017 191 44310   4208830.074   2334850.505   4171267.355     10.331   2.282   0.143   2.425
2017 191 44340   4208830.074   2334850.505   4171267.355     10.738   2.282   0.143   2.425
2017 191 44370   4208830.074   2334850.505   4171267.355     10.716   2.282   0.143   2.425
2017 191 44400   4208830.074   2334850.505   4171267.355     10.875   2.282   0.143   2.425
2017 191 44430   4208830.074   2334850.505   4171267.355     10.905   2.282   0.143   2.425
2017 191 44460   4208830.074   2334850.505   4171267.355     10.844   2.282   0.143   2.425
2017 191 44490   4208830.073   2334850.505   4171267.355     10.744   2.282   0.143   2.426
2017 191 44520   4208830.073   2334850.505   4171267.355     10.720   2.282   0.143   2.426
2017 191 44550   4208830.073   2334850.505   4171267.355     10.553   2.282   0.143   2.426
2017 191 44580   4208830.073   2334850.505   4171267.355     10.598   2.282   0.143   2.426
2017 191 44610   4208830.073   2334850.505   4171267.355     10.597   2.282   0.143   2.425
2017 191 44640   4208830.074   2334850.505   4171267.355     10.162   2.282   0.143   2.425
2017 191 44670   4208830.074   2334850.505   4171267.355     10.215   2.282   0.143   2.425
2017 191 44700   4208830.074   2334850.505   4171267.355      9.919   2.282   0.143   2.425
2017 191 44730   4208830.074   2334850.505   4171267.355     10.149   2.282   0.142   2.425
2017 191 44760   4208830.074   2334850.505   4171267.355     10.156   2.282   0.143   2.425
2017 191 44790   4208830.074   2334850.505   4171267.355      9.855   2.282   0.142   2.425
2017 191 44820   4208830.074   2334850.505   4171267.355      9.693   2.282   0.142   2.425
2017 191 44850   4208830.074   2334850.505   4171267.355      9.829   2.282   0.142   2.425
2017 191 44880   4208830.074   2334850.505   4171267.355      9.989   2.282   0.142   2.425
2017 191 44910   4208830.074   2334850.504   4171267.355     10.015   2.282   0.142   2.425
2017 191 44940   4208830.074   2334850.504   4171267.355     10.365   2.282   0.142   2.425
2017 191 44970   4208830.074   2334850.504   4171267.355     10.228   2.282   0.142   2.424
2017 191 45000   4208830.075   2334850.504   4171267.355     10.422   2.282   0.142   2.424
2017 191 45030   4208830.075   2334850.504   4171267.355     11.417   2.282   0.142   2.424
2017 191 45060   4208830.075   2334850.504   4171267.355     11.274   2.282   0.142   2.424
2017 191 45090   4208830.075   2334850.504   4171267.355     11.003   2.282   0.142   2.424
2017 191 45120   4208830.075   2334850.504   4171267.355     10.959   2.282   0.142   2.424
2017 191 45150   4208830.075   2334850.504   4171267.355     10.589   2.282   0.142   2.424
2017 191 45180   4208830.075   2334850.504   4171267.356     10.406   2.282   0.142   2.425
2017 191 45210   4208830.075   2334850.504   4171267.356     10.435   2.282   0.142   2.425
2017 191 45240   4208830.075   2334850.504   4171267.356     10.491   2.282   0.142   2.425
2017 191 45270   4208830.075   2334850.503   4171267.356     10.736   2.282   0.142   2.424
2017 191 45300   4208830.075   2334850.503   4171267.356     11.700   2.282   0.142   2.424
2017 191 45330   4208830.076   2334850.503   4171267.356     11.297   2.282   0.142   2.424
2017 191 45360   4208830.076   2334850.503   4171267.356     10.884   2.282   0.142   2.424
2017 191 45390   4208830.076   2334850.503   4171267.356     11.128   2.282   0.142   2.425
2017 191 45420   4208830.076   2334850.503   4171267.356     11.134   2.282   0.142   2.425
2017 191 45450   4208830.076   2334850.503   4171267.356     11.098   2.282   0.143   2.425
2017 191 45480   4208830.076   2334850.503   4171267.356     10.981   2.282   0.143   2.425
2017 191 45510   4208830.076   2334850.503   4171267.356     10.752   2.282   0.143   2.425
2017 191 45540   4208830.076   2334850.503   4171267.356     10.639   2.282   0.142   2.425
2017 191 45570   4208830.076   2334850.503   4171267.356     10.549   2.282   0.142   2.425
2017 191 45600   4208830.076   2334850.503   4171267.356     10.541   2.282   0.142   2.425
2017 191 45630   4208830.076   2334850.503   4171267.356     10.696   2.282   0.142   2.425
2017 191 45660   4208830.076   2334850.503   4171267.356     11.020   2.282   0.142   2.424
2017 191 45690   4208830.076   2334850.503   4171267.356     10.886   2.282   0.142   2.424
2017 191 45720   4208830.076   2334850.503   4171267.356     10.851   2.282   0.142   2.424
2017 191 45750   4208830.077   2334850.503   4171267.356     10.546   2.282   0.142   2.424
2017 191 45780   4208830.077   2334850.503   4171267.356     10.584   2.282   0.142   2.424
2017 191 45810   4208830.077   2334850.502   4171267.356     10.736   2.282   0.142   2.425
2017 191 45840   4208830.077   2334850.502   4171267.356     11.049   2.282   0.142   2.425
2017 191 45870   4208830.077   2334850.502   4171267.356     11.012   2.282   0.142   2.425
2017 191 45900   4208830.077   2334850.502   4171267.356     11.125   2.282   0.142   2.424
2017 191 45930   4208830.077   2334850.502   4171267.356     11.011   2.282   0.142   2.424
2017 191 45960   4208830.077   2334850.502   4171267.356     10.602   2.282   0.142   2.424
2017 191 45990   4208830.077   2334850.502   4171267.356     10.868   2.282   0.141   2.424
2017 191 46020   4208830.077   2334850.502   4171267.356     10.927   2.282   0.141   2.424
2017 191 46050   4208830.077   2334850.502   4171267.356     10.531   2.282   0.141   2.424
2017 191 46080   4208830.077   2334850.502   4171267.356     10.516   2.282   0.141   2.424
2017 191 46110   4208830.077   2334850.502   4171267.356     10.703   2.282   0.141   2.423
2017 191 46140   4208830.077   2334850.502   4171267.356     11.046   2.282   0.140   2.422
2017 191 46170   4208830.077   2334850.502   4171267.356     10.996   2.282   0.139   2.422
2017 191 46200   4208830.077   2334850.502   4171267.356     10.763   2.282   0.139   2.422
2017 191 46230   4208830.077   2334850.502   4171267.356     10.659   2.282   0.139   2.421
2017 191 46260   4208830.077   2334850.502   4171267.356     10.409   2.282   0.139   2.421
2017 191 46290   4208830.077   2334850.502   4171267.356     10.740   2.282   0.139   2.421
2017 191 46320   4208830.077   2334850.502   4171267.356     10.500   2.282   0.139   2.421
2017 191 46350   4208830.077   2334850.502   4171267.356     10.789   2.282   0.139   2.422
2017 191 46380   4208830.077   2334850.502   4171267.356     10.715   2.282   0.139   2.422
2017 191 46410   4208830.077   2334850.502   4171267.356     10.714   2.282   0.139   2.422
2017 191 46440   4208830.077   2334850.502   4171267.356     10.553   2.282   0.139   2.422
2017 191 46470   4208830.077   2334850.502   4171267.356     10.883   2.282   0.140   2.422
2017 191 46500   4208830.077   2334850.502   4171267.356     11.062   2.282   0.140   2.422
2017 191 46530   4208830.077   2334850.502   4171267.356     10.879   2.282   0.140   2.422
2017 191 46560   4208830.077   2334850.502   4171267.356     10.875   2.282   0.140   2.422
2017 191 46590   4208830.077   2334850.502   4171267.356     10.749   2.282   0.140   2.423
2017 191 46620   4208830.077   2334850.502   4171267.356     11.098   2.282   0.141   2.423
2017 191 46650   4208830.077   2334850.502   4171267.356     11.039   2.282   0.141   2.423
2017 191 46680   4208830.077   2334850.502   4171267.356     10.858   2.282   0.141   2.423
2017 191 46710   4208830.077   2334850.502   4171267.356     10.909   2.282   0.141   2.424
2017 191 46740   4208830.077   2334850.502   4171267.356     11.009   2.282   0.142   2.424
2017 191 46770   4208830.077   2334850.502   4171267.356     11.206   2.282   0.142   2.424
2017 191 46800   4208830.077   2334850.502   4171267.356     10.717   2.282   0.142   2.424
2017 191 46830   4208830.077   2334850.502   4171267.356     10.729   2.282   0.142   2.424
2017 191 46860   4208830.077   2334850.502   4171267.356     10.698   2.282   0.142   2.424
2017 191 46890   4208830.077   2334850.502   4171267.356     10.733   2.282   0.142   2.424
2017 191 46920   4208830.077   2334850.502   4171267.356     10.501   2.282   0.142   2.424
2017 191 46950   4208830.077   2334850.502   4171267.356     10.503   2.282   0.142   2.424
2017 191 46980   4208830.077   2334850.502   4171267.356     10.513   2.282   0.142   2.424
2017 191 47010   4208830.077   2334850.502   4171267.356     10.374   2.282   0.141   2.424
2017 191 47040   4208830.077   2334850.502   4171267.356     10.897   2.282   0.141   2.423
2017 191 47070   4208830.077   2334850.502   4171267.356     10.646   2.282   0.141   2.423
2017 191 47100   4208830.077   2334850.502   4171267.356     10.476   2.282   0.140   2.423
2017 191 47130   4208830.077   2334850.502   4171267.356     10.416   2.282   0.140   2.422
2017 191 47160   4208830.077   2334850.503   4171267.356     10.617   2.282   0.139   2.422
2017 191 47190   4208830.077   2334850.503   4171267.356     10.469   2.282   0.139   2.421
2017 191 47220   4208830.077   2334850.503   4171267.356     10.503   2.282   0.139   2.421
2017 191 47250   4208830.077   2334850.503   4171267.356     10.766   2.282   0.139   2.421
2017 191 47280   4208830.077   2334850.503   4171267.356     10.899   2.282   0.139   2.421
2017 191 47310   4208830.077   2334850.502   4171267.356     10.553   2.282   0.139   2.421
2017 191 47340   4208830.077   2334850.502   4171267.356     10.127   2.282   0.139   2.421
2017 191 47370   4208830.077   2334850.503   4171267.356      9.898   2.282   0.139   2.421
2017 191 47400   4208830.077   2334850.503   4171267.356     10.133   2.282   0.139   2.421
2017 191 47430   4208830.077   2334850.503   4171267.356     10.584   2.282   0.139   2.421
2017 191 47460   4208830.077   2334850.503   4171267.356     11.342   2.282   0.139   2.421
2017 191 47490   4208830.077   2334850.502   4171267.356     11.594   2.282   0.139   2.421
2017 191 47520   4208830.077   2334850.502   4171267.356     11.332   2.282   0.139   2.421
2017 191 47550   4208830.077   2334850.502   4171267.356     11.346   2.282   0.139   2.421
2017 191 47580   4208830.077   2334850.502   4171267.356     11.314   2.282   0.139   2.421
2017 191 47610   4208830.077   2334850.502   4171267.356     10.412   2.282   0.139   2.421
2017 191 47640   4208830.077   2334850.502   4171267.356     10.072   2.282   0.139   2.421
2017 191 47670   4208830.077   2334850.502   4171267.356      9.960   2.282   0.139   2.421
2017 191 47700   4208830.077   2334850.502   4171267.356     10.316   2.282   0.139   2.421
2017 191 47730   4208830.077   2334850.502   4171267.356     10.259   2.282   0.139   2.421
2017 191 47760   4208830.077   2334850.502   4171267.356     10.135   2.282   0.139   2.421
2017 191 47790   4208830.077   2334850.502   4171267.356     10.482   2.282   0.139   2.421
2017 191 47820   4208830.077   2334850.502   4171267.356     10.784   2.282   0.139   2.421
2017 191 47850   4208830.077   2334850.502   4171267.356     10.760   2.282   0.139   2.421
2017 191 47880   4208830.077   2334850.502   4171267.356     10.810   2.282   0.139   2.421
2017 191 47910   4208830.077   2334850.502   4171267.356     10.674   2.282   0.139   2.421
2017 191 47940   4208830.077   2334850.502   4171267.356     11.097   2.282   0.139   2.421
2017 191 47970   4208830.077   2334850.502   4171267.356     11.274   2.282   0.139   2.421
2017 191 48000   4208830.077   2334850.502   4171267.356     11.158   2.282   0.139   2.421
2017 191 48030   4208830.077   2334850.502   4171267.356     11.402   2.282   0.138   2.421
2017 191 48060   4208830.077   2334850.502   4171267.356     11.223   2.282   0.138   2.421
2017 191 48090   4208830.077   2334850.502   4171267.356     10.806   2.282   0.138   2.421
2017 191 48120   4208830.077   2334850.502   4171267.356     10.734   2.282   0.138   2.421
2017 191 48150   4208830.077   2334850.502   4171267.356     10.609   2.282   0.138   2.421
2017 191 48180   4208830.077   2334850.502   4171267.356     10.795   2.282   0.138   2.421
2017 191 48210   4208830.077   2334850.502   4171267.356     10.303   2.282   0.138   2.421
2017 191 48240   4208830.077   2334850.502   4171267.356     10.578   2.282   0.138   2.421
2017 191 48270   4208830.077   2334850.502   4171267.356     10.437   2.282   0.138   2.421
2017 191 48300   4208830.077   2334850.502   4171267.356     10.686   2.282   0.138   2.421
2017 191 48330   4208830.077   2334850.502   4171267.356     10.955   2.282   0.138   2.421
2017 191 48360   4208830.077   2334850.502   4171267.356     11.679   2.282   0.138   2.421
2017 191 48390   4208830.077   2334850.502   4171267.356     11.519   2.282   0.138   2.421
2017 191 48420   4208830.077   2334850.502   4171267.356     11.252   2.282   0.138   2.421
2017 191 48450   4208830.077   2334850.502   4171267.356     11.745   2.282   0.138   2.421
2017 191 48480   4208830.077   2334850.502   4171267.356     11.879   2.282   0.138   2.421
2017 191 48510   4208830.077   2334850.502   4171267.356     11.864   2.282   0.138   2.421
2017 191 48540   4208830.077   2334850.502   4171267.356     12.025   2.282   0.138   2.421
2017 191 48570   4208830.077   2334850.502   4171267.356     12.029   2.282   0.138   2.421
2017 191 48600   4208830.077   2334850.502   4171267.356     12.077   2.282   0.138   2.421
2017 191 48630   4208830.077   2334850.502   4171267.356     11.835   2.282   0.138   2.421
2017 191 48660   4208830.077   2334850.502   4171267.356     11.991   2.282   0.138   2.421
2017 191 48690   4208830.077   2334850.502   4171267.356     11.130   2.282   0.138   2.421
2017 191 48720   4208830.077   2334850.502   4171267.356     11.426   2.282   0.138   2.421
2017 191 48750   4208830.077   2334850.502   4171267.356     11.040   2.282   0.138   2.421
2017 191 48780   4208830.077   2334850.502   4171267.356     11.035   2.282   0.138   2.421
2017 191 48810   4208830.077   2334850.502   4171267.356     11.305   2.282   0.138   2.421
2017 191 48840   4208830.077   2334850.502   4171267.356     11.486   2.282   0.138   2.421
2017 191 48870   4208830.077   2334850.502   4171267.356     11.613   2.282   0.138   2.421
2017 191 48900   4208830.077   2334850.502   4171267.356     11.611   2.282   0.138   2.421
2017 191 48930   4208830.077   2334850.502   4171267.356     11.367   2.282   0.139   2.421
2017 191 48960   4208830.077   2334850.502   4171267.356     11.586   2.282   0.138   2.421
2017 191 48990   4208830.077   2334850.502   4171267.356     11.495   2.282   0.139   2.421
2017 191 49020   4208830.077   2334850.502   4171267.356     11.615   2.282   0.138   2.421
2017 191 49050   4208830.077   2334850.502   4171267.356     11.339   2.282   0.138   2.421
2017 191 49080   4208830.077   2334850.502   4171267.356     11.387   2.282   0.138   2.421
2017 191 49110   4208830.077   2334850.502   4171267.356     11.165   2.282   0.138   2.421
2017 191 49140   4208830.077   2334850.502   4171267.356     11.099   2.282   0.138   2.421
2017 191 49170   4208830.077   2334850.502   4171267.356     10.856   2.282   0.138   2.421
2017 191 49200   4208830.077   2334850.502   4171267.356     11.085   2.282   0.138   2.421
2017 191 49230   4208830.077   2334850.502   4171267.356     11.159   2.282   0.139   2.421
2017 191 49260   4208830.077   2334850.502   4171267.356     11.010   2.282   0.139   2.421
2017 191 49290   4208830.077   2334850.502   4171267.356     11.022   2.282   0.139   2.421
2017 191 49320   4208830.078   2334850.501   4171267.356     11.177   2.282   0.139   2.421
2017 191 49350   4208830.078   2334850.501   4171267.356     11.092   2.282   0.139   2.422
2017 191 49380   4208830.078   2334850.501   4171267.356     11.071   2.282   0.139   2.422
2017 191 49410   4208830.078   2334850.501   4171267.356     11.316   2.282   0.140   2.422
2017 191 49440   4208830.078   2334850.501   4171267.356     11.330   2.282   0.140   2.422
2017 191 49470   4208830.078   2334850.501   4171267.356     11.035   2.282   0.140   2.422
2017 191 49500   4208830.078   2334850.501   4171267.356     11.406   2.282   0.140   2.422
2017 191 49530   4208830.078   2334850.501   4171267.356     11.255   2.282   0.140   2.422
2017 191 49560   4208830.078   2334850.501   4171267.356     11.272   2.282   0.140   2.423
2017 191 49590   4208830.078   2334850.501   4171267.356     11.258   2.282   0.140   2.423
2017 191 49620   4208830.078   2334850.501   4171267.356     11.148   2.282   0.141   2.423
2017 191 49650   4208830.078   2334850.501   4171267.356     11.282   2.282   0.140   2.423
2017 191 49680   4208830.078   2334850.501   4171267.356     11.476   2.282   0.140   2.423
2017 191 49710   4208830.078   2334850.501   4171267.356     11.635   2.282   0.141   2.423
2017 191 49740   4208830.078   2334850.501   4171267.356     11.552   2.282   0.141   2.424
2017 191 49770   4208830.078   2334850.501   4171267.356     10.954   2.282   0.141   2.423
2017 191 49800   4208830.078   2334850.501   4171267.356     11.114   2.282   0.141   2.423
2017 191 49830   4208830.078   2334850.501   4171267.356     11.010   2.282   0.141   2.423
2017 191 49860   4208830.078   2334850.501   4171267.356     10.497   2.282   0.141   2.423
2017 191 49890   4208830.078   2334850.501   4171267.356     10.658   2.282   0.141   2.424
2017 191 49920   4208830.078   2334850.501   4171267.356     10.743   2.282   0.142   2.424
2017 191 49950   4208830.078   2334850.501   4171267.356     10.887   2.282   0.142   2.424
2017 191 49980   4208830.078   2334850.501   4171267.356     11.250   2.282   0.142   2.424
2017 191 50010   4208830.078   2334850.501   4171267.356     11.178   2.282   0.142   2.425
2017 191 50040   4208830.078   2334850.501   4171267.356     11.224   2.282   0.142   2.425
2017 191 50070   4208830.078   2334850.501   4171267.356     11.194   2.282   0.143   2.425
2017 191 50100   4208830.078   2334850.501   4171267.356     11.075   2.282   0.143   2.425
2017 191 50130   4208830.078   2334850.501   4171267.356     11.005   2.282   0.144   2.426
2017 191 50160   4208830.078   2334850.501   4171267.356     11.554   2.282   0.144   2.426
2017 191 50190   4208830.078   2334850.501   4171267.356     11.363   2.282   0.144   2.427
2017 191 50220   4208830.078   2334850.501   4171267.356     11.582   2.282   0.145   2.427
2017 191 50250   4208830.078   2334850.501   4171267.356     11.084   2.282   0.145   2.428
2017 191 50280   4208830.078   2334850.501   4171267.356     10.979   2.282   0.146   2.428
2017 191 50310   4208830.078   2334850.501   4171267.356     11.050   2.282   0.146   2.428
2017 191 50340   4208830.078   2334850.501   4171267.356     11.147   2.282   0.146   2.429
2017 191 50370   4208830.078   2334850.501   4171267.356     11.227   2.282   0.147   2.429
2017 191 50400   4208830.078   2334850.501   4171267.356     10.955   2.282   0.147   2.429
2017 191 50430   4208830.078   2334850.501   4171267.356     10.760   2.282   0.147   2.429
2017 191 50460   4208830.078   2334850.501   4171267.356     11.867   2.282   0.147   2.430
2017 191 50490   4208830.078   2334850.501   4171267.356     11.833   2.282   0.147   2.430
2017 191 50520   4208830.078   2334850.501   4171267.356     11.479   2.282   0.148   2.430
2017 191 50550   4208830.078   2334850.501   4171267.356     11.588   2.282   0.148   2.431
2017 191 50580   4208830.078   2334850.501   4171267.356     11.509   2.282   0.149   2.431
2017 191 50610   4208830.078   2334850.500   4171267.356     11.249   2.282   0.149   2.432
2017 191 50640   4208830.078   2334850.500   4171267.356     11.015   2.282   0.149   2.432
2017 191 50670   4208830.078   2334850.500   4171267.356     10.799   2.282   0.149   2.432
2017 191 50700   4208830.078   2334850.500   4171267.356     10.858   2.282   0.149   2.432
2017 191 50730   4208830.078   2334850.500   4171267.356     11.153   2.282   0.149   2.432
2017 191 50760   4208830.078   2334850.500   4171267.356     11.205   2.282   0.149   2.432
2017 191 50790   4208830.078   2334850.500   4171267.356     11.236   2.282   0.150   2.432
2017 191 50820   4208830.078   2334850.500   4171267.356     11.257   2.282   0.150   2.432
2017 191 50850   4208830.078   2334850.500   4171267.356     11.164   2.282   0.150   2.432
2017 191 50880   4208830.078   2334850.500   4171267.356     11.050   2.282   0.150   2.432
2017 191 50910   4208830.078   2334850.500   4171267.356     11.011   2.282   0.150   2.432
